jobname = asp_decarb_n7_idpp_08
 0.9400765338  7.6547722115  6.2104864936
 5.2279826664 -3.4998862961 -1.8049332739
 4.7803493982 -0.7344011798 -1.6415411485
 5.0465776271  0.9128100975 -3.7950192740
 4.6533841961  3.2242922122 -3.7076251948
 4.1712809906  0.3427826328  0.6024500874
 3.4202660024 -0.9681071341  2.5851503657
 3.2571856387  0.2119574017  5.1269832907
 5.6845441813 -0.4573391689  6.4989659149
 6.7817323182 -2.4665741117  5.8975629562
 6.4766246520  1.0694158561  8.1398074250
-1.7916020568 -1.0913048336  1.2754066880
-1.1690171602 -0.4313664889 -0.7301806434
-11.7948596346 -5.1311726063  7.4625342400
-2.4044296958 -1.7383758367  3.3133280082
-10.0984441146 -12.7750888323  5.1703704605
-9.1073305883 -11.0646281121  7.8447569013
-10.8097164805 -8.1565270172  4.4393196987
-8.5203932630 -9.3078688753  2.2864631846
-7.3826731635 -6.7144880195  7.4353456410
-4.9948687063 -7.8718171852  5.2974832564
-7.3163488411 -4.8312720871  2.0650629038
-8.5630358180 -3.4563252171  4.6321214487
-5.3729258130 -3.5903773459  4.2182929333
-4.9448778783  9.6792815011  2.4290307383
-4.7227301424  10.6744196263 -0.7732963647
-6.2841082279  7.9238891885 -4.2681311828
-5.9095615674  5.2135846828  3.4031481804
-6.8359987594  3.4946227911 -5.7940003963
-6.5248504434  0.8347885090  1.8949218608
-8.2610127227 -1.4520357009 -1.8615625709
-14.6414282295 -0.3446032072 -0.0364324551
-11.9879626138  1.3054303332 -1.2643181402
 4.2913961782  2.4274620987 -8.8061299793
 18.1247035634 -0.2771398525  11.4020315581
 15.8064832354  2.0764885982  10.8157621990
 15.8712598469 -3.2191016252  9.0315352251
 8.8590429139  0.6117146914  9.1079128412
 11.5164201306  1.5846713750  11.0997232254
 12.5074744784 -4.1660063106  6.0417010656
 9.3797554312 -2.8762192355  6.5618153859
 3.3533388022 -12.2137381578 -5.9439116543
 4.5343820504 -12.3625759470 -2.8377479974
 1.2392520495 -7.6884895132 -7.1891374488
 2.0533637875 -10.6326525391  0.3555879052
-2.1786346597 -4.8486595375 -5.7405218464
-1.4264931865 -7.8453295997  1.8178511499
-4.6883007011 -3.6099344268 -2.2101211346
 7.9985853650 -10.8639262000 -5.4557812337
 5.4281037068 -5.6619615398 -11.6961228998
 8.6258350643  7.7793009997 -4.7113984868
 0.6561439032  4.9412874748 -2.2655805323
-1.7278069532  6.9298942383 -1.0310341005
 2.2811907609  5.7334272280 -6.2923113919
 0.8336030920  7.7360855558 -8.4156713376
 1.5564122638  10.5994854429 -0.7522586868
-0.6168145486  6.2650064089  6.2829765997
 0.5920371286  9.1216456037  7.6451640646
 6.4783630037 -4.0066499672 -3.3840911841
 6.1932015857 -4.2263228359 -0.1080789200
 3.4673808410 -4.5807850121 -2.0575231673
 4.2103538292  2.3086943659  0.7011614702
 3.2563815972 -3.0199503265  2.5272806730
 1.6269051204 -0.5200237451  6.2169762713
 3.0530578685  2.3080639216  5.0817224619
-11.4630966740 -3.8286164621  6.2009248223
-13.4076094677 -4.6863070004  8.1410013050
 15.2334554190 -0.3397235742  13.1441382917
-6.8423147656 -12.2745165996  5.6884228264
 7.0319931366  9.5804113272 -7.0537920450
 5.1895901101 -8.4714302728 -13.5519332963
 9.2493068429  11.0648162175 -5.0295961174
 7.2739348615  3.3754387908 -7.5543101516
 6.0856157004 -1.9057390265 -6.3986569840
 2.7036349353  6.6491026132  6.7445142811
 7.0283184775 -8.3255558820 -3.5052473227
 5.1608281571 -10.9704927526 -9.7040254627
 0.3397782873  10.4582004823  3.4008227731
 5.0085488062  6.4070094245 -2.4548668915
-12.7598238593  2.4533952128  4.0519210263
 2.5252330504 -7.3851624216 -11.7623172045
-7.7060664991  10.4659447711  0.7124271630
-14.5385310435  6.4752443771  2.6583220493
 7.1147775758  0.8059113444 -9.7436461988

gradient_Eh_per_bohr:
 0.0002959974  0.0019757619  0.0005944405
-0.0002626872  0.0005989099 -0.0001727073
-0.0003774600  0.0000770774  0.0003155619
-0.0001786104  0.0003560402 -0.0000644279
 0.0007001056  0.0062420886  0.0026611098
-0.0001172184 -0.0001679849 -0.0001700931
-0.0003620276 -0.0002271844 -0.0003061170
-0.0001055809 -0.0004087463 -0.0000817155
-0.0000587778  0.0000560793 -0.0003330182
 0.0004159987 -0.0003286331 -0.0001132549
 0.0003941573 -0.0003976148 -0.0002990333
-0.0002285336  0.0000516941  0.0001740566
-0.0009472762  0.0008041686  0.0011138274
-0.0000161913 -0.0008163120 -0.0001139295
 0.0000970635  0.0006491705 -0.0000751378
-0.0004518388  0.0003363071  0.0002769389
 0.0012302025  0.0001905009 -0.0008735719
 0.0003825198  0.0017111351  0.0000499232
-0.0001261573 -0.0001922718 -0.0001503600
-0.0001465651 -0.0002437130 -0.0010477129
-0.0010284857 -0.0014524957  0.0065546146
-0.0017762377 -0.0014406896 -0.0015460174
-0.0000276602 -0.0001431919  0.0005517696
 0.0009632988 -0.0007909288 -0.0000896425
-0.0008380691  0.0006619043 -0.0007167186
-0.0000045538  0.0011763158 -0.0006559168
 0.0007044908  0.0012689098 -0.0070192716
-0.0003148873 -0.0052779465  0.0008492006
 0.0005294222  0.0043111901  0.0004290698
-0.0001696715 -0.0009226519  0.0004247690
 0.0008244920  0.0000057344  0.0003642202
-0.0003915431 -0.0007265852 -0.0004332020
 0.0002008735 -0.0015215618 -0.0007205134
-0.0000922568 -0.0002787942  0.0003232360
 0.0002776979 -0.0012084454  0.0001705991
-0.0007046594 -0.0005308558  0.0000656086
-0.0005113756 -0.0007439571 -0.0004019999
 0.0003930610  0.0007162970  0.0006160289
 0.0002385689 -0.0003935670  0.0063803050
 0.0028179631  0.0016104454 -0.0059260206
 0.0021415542 -0.0022537127 -0.0020856435
-0.0006129930  0.0016510080  0.0006393882
 0.0012100477  0.0009828633 -0.0005575040
-0.0064424561 -0.0021832131  0.0147809824
-0.0041040763  0.0067905693 -0.0032986428
 0.0033941884 -0.0064659841  0.0007457280
-0.0002406771 -0.0003372347 -0.0005699848
 0.0032533577 -0.0032272154  0.0007486796
-0.0030607485  0.0032870052 -0.0010446770
-0.0006581094  0.0009266154  0.0002249918
 0.0010326179 -0.0009423007 -0.0017373616
 0.0007377167 -0.0003547753 -0.0080066887
-0.0004833782  0.0001604795  0.0000116375
-0.0007728822  0.0018787826  0.0003604254
-0.0002624342 -0.0018104755 -0.0000002530
-0.0001427703  0.0005314461 -0.0006217633
 0.0017364340 -0.0000349968 -0.0013727198
-0.0001047376 -0.0004699697  0.0003016475
-0.0002318225  0.0005955367 -0.0003246696
 0.0002523146  0.0005339760  0.0011524505
-0.0003872422 -0.0004170106 -0.0011312837
-0.0005732737  0.0004378401 -0.0007922781
 0.0176573017 -0.0184502544  0.0057021251
-0.0085816490  0.0092093997 -0.0046550026
 0.0012614888 -0.0028764037  0.0010884442
-0.0105133064  0.0070634604 -0.0006003435
 0.0001575280 -0.0001814776  0.0003738338
 0.0001416740  0.0000323826  0.0000252146
-0.0002872272 -0.0006651931 -0.0001825739
-0.0004809326 -0.0003004669 -0.0000569226
-0.0006387979 -0.0004289855 -0.0004897872
-0.0005462038 -0.0003249226  0.0000450321
 0.0001945487  0.0003918804  0.0004008193
-0.0000135771 -0.0001814776  0.0003705449
-0.0003078036  0.0005529502  0.0000599585
 0.0000133241 -0.0000931001 -0.0000234437
 0.0000331416 -0.0000597055 -0.0002255821
 0.0001944644 -0.0007663888 -0.0005017621
 0.0005204833 -0.0004818602  0.0002909377
-0.0000445261 -0.0004209741 -0.0002100654
 0.0003415355 -0.0005510950  0.0002361233
-0.0008905222 -0.0004691264 -0.0007936273
 0.0002764329  0.0002588080 -0.0001475771
-0.0003660755 -0.0005463725  0.0004739332
 0.0004180226  0.0001891516  0.0004007350
 0.0000582719 -0.0000742102  0.0001076891
-0.0003310786  0.0000726923 -0.0002265097
 0.0007087073  0.0000156010  0.0003202001
-0.0000764871 -0.0002687589  0.0002260881
-0.0006821434 -0.0001358552 -0.0004561397
-0.0000950396  0.0005337230  0.0002602416
-0.0000431768 -0.0001640214 -0.0003029125
-0.0004184443  0.0001081951  0.0000720176
 0.0004009037  0.0000905702  0.0003461737
 0.0004371655 -0.0003203687 -0.0004767161
-0.0005051352  0.0000586092 -0.0002111617
 0.0006076802  0.0008405147 -0.0007939647
 0.0004708130  0.0006267387 -0.0000091919
-0.0005677079  0.0000154323  0.0001625878
-0.0003255129  0.0002641208 -0.0000866067
-0.0000421649  0.0002131013 -0.0003555343
-0.0010836374  0.0005695632  0.0005584316
 0.0001981749  0.0004080717  0.0002013795
 0.0004122038 -0.0001695871  0.0000010120
-0.0003771227  0.0011070810  0.0001223625
 0.0003876639  0.0005563234 -0.0000209981
 0.0000233593  0.0007948923  0.0002895041
 0.0000342379  0.0003769540 -0.0000121435
-0.0001599735  0.0001662139 -0.0001480831
 0.0000591152 -0.0000185525  0.0007189955
 0.0008287085 -0.0001335783 -0.0009471075
-0.0000958829 -0.0010273894 -0.0000126495
-0.0002295456 -0.0003243322  0.0010040301
 0.0001909226  0.0000891366 -0.0001296148
 0.0013592270 -0.0006355934 -0.0000155167
 0.0013170621 -0.0004764631  0.0002721321
 0.0016816197 -0.0006532183 -0.0017789362
-0.0014976965  0.0006016085  0.0005395418
 0.0000152637  0.0002022228 -0.0001181460
 0.0000195645  0.0002455683 -0.0001091227
 0.0000283348 -0.0003344518  0.0008868117
-0.0002717105 -0.0001447099  0.0002246545
-0.0001967413 -0.0006162819  0.0000335632
 0.0000533807 -0.0001168810 -0.0000574286
 0.0006511100  0.0008440565  0.0009839596
-0.0000801133  0.0001037256  0.0005876097
 0.0004717407  0.0006551579 -0.0000093606
 0.0005535405  0.0004154084  0.0004622957
 0.0002949855  0.0006003435 -0.0003129477
 0.0001804657 -0.0002293769 -0.0005214109
-0.0002910220  0.0000339006 -0.0007886519
 0.0003145500 -0.0004351415 -0.0000005903
 0.0000527061  0.0000406469 -0.0000016866
 0.0001209289  0.0003492939 -0.0004184443
 0.0000596211  0.0005303498  0.0003291390

====================================================================================================
image 4/9
group_index = 3
combo_index = 0
gid         = 15
relax_tag   = 3of7
file_step   = 3
k_in_file   = 93
select_rank = 0
energy      = -1.2285694987331415

geometry_bohr:
-8.7072948595 -11.3891958858  5.8350467202
-8.7316520049 -8.9144893917  4.3408806255
-6.7754917497 -7.0336761704  5.3616706072
-7.0074465958 -4.5574668003  3.9568258650
-5.8478879270  9.5466564269  0.5746203035
-6.1816370897  6.8842254906 -0.2944847332
-6.2481159218  6.3460030272 -2.8892625035
-6.4177995876  4.9276617834  1.4519050161
-6.5206687676  3.8813144154 -3.7427343693
-6.7049972740  2.4388867061  0.6358478415
-6.7614843685  1.9490723335 -1.9558382956
-7.0102315689 -0.4435943669 -2.8613701700
-14.2941716472  4.9253003713  1.3029851846
-14.6324668535  5.2373954330 -0.9467112529
-13.4730875273  2.6408447326  2.2343542537
-12.8348895270  0.5998453740  0.4833455301
-11.1915787103 -1.3545211866  1.8059955973
-11.1422465336 -1.4349449715  4.1669270666
-9.8686944268 -2.8154901366  0.4811761292
 5.7678955116 -0.0433764656 -6.0601604163
 6.1415797340  1.7186339861 -8.1488694507
 16.0645503304  0.0493048320  11.2715887855
 14.7470955908 -1.7045693447  9.5765711525
 12.1106144621 -1.5574914865  9.3376571456
 10.7604327238  0.4276212446  10.1514539129
 10.8758342291 -3.5231634874  8.2413940399
 6.4127266300 -9.5430170661 -5.1173742721
 5.9683606878 -7.8917912782 -7.3893961162
 6.0646790042 -5.5955818386 -7.3552756740
 3.9243733464 -10.8084350961 -4.2863209182
 1.9635413126 -8.9646938159 -3.3698154288
 0.6661410939 -7.4077606818 -5.0691704435
 1.3574544012 -8.8501871186 -0.7992634732
-1.1942973302 -5.7456354810 -4.2369430663
-0.5067899795 -7.2160101180  0.0822211146
-1.7493575503 -5.6648639817 -1.6595178638
-3.5262641017 -4.0837240350 -0.6863399439
 5.4200087318 -9.1236806314 -9.6208410401
 4.6018402951 -7.5883405296 -11.7583536706
 7.7625697226  9.6204201499 -5.1146310888
 5.6360250770  10.2544824286 -3.3116206339
 4.8957477903  12.4011939552 -2.9695743690
 4.5269904272  8.2490892285 -2.0506189435
 2.0935539232  8.5362428086 -0.7876089639
 2.3035305910  7.4569599749  1.8752860858
 3.3180642118  5.4442189234  2.3519562059
 0.0862767406  6.8436382227 -2.0735559924
-0.2967010963  7.6004314003 -4.8004539282
-1.7429094136  9.2616385145 -5.4575927544
 1.0524193809  6.2273871839 -6.5546485822
 1.0795234664  8.7945810935  3.7174838204
 0.9400766076  7.6547722200  6.2104864190
 5.4134160027 -3.4693873834 -1.7529491165
 4.9431125018 -0.7148413296 -1.5707199978
 5.1496541655  0.9256632090 -3.7368482273
 4.8663227413  3.2486111522 -3.5916345027
 4.3351105371  0.3699260833  0.6779719830
 3.6729970828 -0.9318415627  2.6965557169
 3.2943361537  0.2798011002  5.2029515984
 5.5231734698 -0.4711860947  6.8457728737
 6.3524911997 -2.6797107375  6.6776857835
 6.4372991467  1.1988160132  8.2739492710
-1.7314988753 -0.1952620683  1.2413723321
-0.9662829733  0.5846507211 -0.6687943394
-12.0067220222 -5.0019440692  7.6576478547
-2.4585331356 -0.9471641206  3.2009405536
-10.0775030638 -12.7315349213  5.0462633842
-9.2354062065 -11.0842004468  7.8171888389
-10.6564043398 -8.0603619099  4.4590791909
-8.3801479101 -9.2985236603  2.3124118314
-7.1172635981 -6.6745956440  7.4100370920
-4.8265880207 -7.7764358598  5.1555733548
-7.6076558978 -4.8036570077  2.0664073783
-8.4442512554 -3.4031385631  4.7409860491
-5.3382732772 -3.5664732903  3.8986458998
-4.9539923657  9.6737850176  2.4350606953
-4.6940021666  10.6550655753 -0.7600721411
-6.0569030507  7.8900482379 -4.2533923740
-6.3880060639  5.3355452729  3.4669630889
-6.5731899112  3.4316546074 -5.7461983043
-6.9327523183  0.9292927427  2.0006194574
-8.1847180238 -1.4783050509 -1.7303661568
-14.5943299999 -0.3249355552 -0.2322834865
-11.8531433013  1.3611702714 -1.2331494213
 4.3161134571  2.2913249027 -8.9805947900
 18.0998663076 -0.4205999440  11.2940320707
 15.8993283984  2.0071383176  10.5525205128
 15.5307692308 -3.4487977926  9.4887187085
 8.7170059132  0.7153457379  9.4311353392
 11.5710020697  1.9012681662  10.9980456634
 11.8144295143 -4.8973283353  7.3517475702
 8.8650493038 -3.2441515075  7.6539200352
 3.1292495273 -11.9523096553 -5.8520113903
 4.3542390267 -12.2079223389 -2.7825320426
 1.1147578221 -7.4770050218 -7.0790359592
 2.3553770099 -10.0550606234  0.5402879747
-2.1908238169 -4.5259785513 -5.5598863538
-0.9818749773 -7.1338547884  2.0741613188
-4.4326103336 -3.0535887116 -2.0030022527
 7.8941207660 -10.9671237178 -5.4945017538
 5.4496401696 -5.6725875000 -11.6622679146
 8.6194537502  7.7650853565 -4.7601533796
 0.6481661459  4.8141255181 -1.9307188938
-1.7423461668  6.9835654251 -1.0569759327
 2.3349942636  4.9259487941 -5.9901339473
 0.9569411887  6.6618959550 -8.3830048280
 1.4992838184  10.5773839109 -0.8208521790
-0.6163426023  6.2633584322  6.3202137205
 0.6545962652  9.0982839738  7.6828707354
 6.7474950392 -3.9380505785 -3.2722671229
 6.2446494929 -4.2498417043 -0.0144402373
 3.6635622591 -4.5162727040 -2.1454918364
 4.3077490394  2.3391020602  0.7419181829
 3.6285384679 -2.9978082009  2.6759778241
 1.5114101804 -0.3811442670  6.0911281468
 3.1459070189  2.3836885357  5.1426627313
-11.6818355570 -3.7466944746  6.3516696551
-13.6246239757 -4.5682316572  8.3170549565
 15.3557547611 -0.0244486255  13.2345025094
-6.8525353746 -12.3036606758  5.7988597203
 7.0428416249  9.6430012370 -7.0630422354
 5.2132204747 -8.4540662263 -13.5539227382
 9.2500658164  11.0658094615 -4.9832704254
 7.1195899813  3.4481136466 -7.4929615140
 5.9065575430 -1.9043910499 -6.4229054812
 2.7185339422  6.6322397251  6.6722697159
 7.1438014760 -8.3517525144 -3.5403213120
 5.0797491962 -10.9871872752 -9.7032812640
 0.2022089076  10.4493558010  3.4226584784
 5.0438140368  6.4160425287 -2.3746118111
-13.0545570480  2.3233866558  4.0689004839
 2.5272172242 -7.3537917952 -11.7963075180
-7.6877350022  10.5104599471  0.7047205858
-14.6534175662  6.3916930046  2.7267046675
 7.3002718344  0.8387086367 -9.6351286598

gradient_Eh_per_bohr:
-0.0016413100 -0.0036374797  0.0011979885
 0.0003141283  0.0005246997 -0.0000044695
 0.0004816916  0.0003939043  0.0000626570
-0.0001198326 -0.0001400717 -0.0000588622
 0.0014625310  0.0005483964  0.0006620729
-0.0000505979  0.0001591303  0.0000989188
-0.0003189351  0.0000488269  0.0001329037
-0.0003313316  0.0001155318  0.0000486583
 0.0001582026 -0.0000249616  0.0001022920
 0.0000282505 -0.0000038792 -0.0002693492
-0.0000042165 -0.0001518779 -0.0004655003
-0.0005141585 -0.0005008344  0.0003279584
-0.0005414814  0.0003725689 -0.0000816312
-0.0002903474  0.0001922718 -0.0003368130
 0.0001786948  0.0002923713  0.0000602114
 0.0001300365  0.0006268231  0.0002039094
 0.0003724002  0.0010795895  0.0007126708
-0.0003108395 -0.0011399696 -0.0007566909
 0.0002169805 -0.0000192272  0.0002901787
-0.0000063247 -0.0003746771 -0.0010044517
 0.0007049968  0.0001193266  0.0033803583
 0.0012145172 -0.0000036262 -0.0007136827
 0.0001630094  0.0004537784  0.0007604857
 0.0005388671  0.0004009037 -0.0002966721
-0.0007115745 -0.0004637293 -0.0006170408
 0.0003171642  0.0002336778  0.0003779660
 0.0045005104 -0.0008244920 -0.0056224335
-0.0002480981 -0.0005553114 -0.0003447400
-0.0001577810  0.0005671176 -0.0003462580
 0.0006543146 -0.0003581485 -0.0004683675
 0.0004897872 -0.0001980063  0.0000764871
 0.0004299131  0.0001490107  0.0000943650
 0.0001011957 -0.0000718490  0.0001518779
 0.0000368521  0.0000704153  0.0000355872
-0.0004252750 -0.0001849352  0.0000828118
 0.0001257357  0.0003744241  0.0000393820
-0.0000729452  0.0003966872  0.0000213354
-0.0000780894  0.0003378250  0.0000171189
 0.0010447614 -0.0006037167  0.0074736403
 0.0037380851 -0.0001128332 -0.0061207380
-0.0006480742  0.0001310484  0.0005061472
 0.0001193266  0.0000471403 -0.0000811252
-0.0007293681 -0.0001137608  0.0005060629
-0.0025586491  0.0008163120  0.0118961457
-0.0006365210 -0.0001726230  0.0007653769
-0.0000597898 -0.0008635367 -0.0005133152
-0.0001368672 -0.0002101498  0.0002432913
 0.0002330031 -0.0002417734  0.0002565311
-0.0006956362  0.0009469388 -0.0001705991
 0.0004600188  0.0000480680 -0.0001735506
-0.0005017621  0.0000413216  0.0005133152
 0.0015715693  0.0004691264 -0.0117408103
 0.0002001145  0.0000871970  0.0001723700
-0.0010336298 -0.0006707589 -0.0008712950
-0.0014054397  0.0000557420 -0.0000151794
 0.0000327199 -0.0004019999 -0.0005804417
 0.0007786166  0.0004906305 -0.0020993893
-0.0008554410 -0.0006678073  0.0013982717
 0.0004410446  0.0004149024  0.0003847967
 0.0008333467  0.0002770232  0.0005133152
-0.0009332774 -0.0007970849 -0.0006377859
 0.0005874411  0.0002502907  0.0000063247
-0.0010479659  0.0007441258 -0.0005718401
 0.0009872485 -0.0001189050 -0.0005245311
-0.0004346356 -0.0003626180  0.0005704065
 0.0009380842 -0.0002201850 -0.0003676777
-0.0000925097  0.0000274915 -0.0002072825
-0.0001093757 -0.0001352649 -0.0000210824
 0.0000602958  0.0003530887  0.0001268320
 0.0006139206  0.0001889830 -0.0000015179
 0.0000218414  0.0002764329 -0.0003821825
-0.0001643587  0.0002582177  0.0004145651
 0.0000932687 -0.0000661145  0.0002852032
 0.0003152246  0.0001546608 -0.0004477910
-0.0004390207  0.0004238414 -0.0000172033
-0.0001265790  0.0000281661 -0.0003252599
-0.0000510195 -0.0001243021  0.0001795381
-0.0002031504  0.0000763184  0.0001801284
-0.0000258049  0.0002798905  0.0002696022
-0.0001577810 -0.0001663826  0.0000975695
-0.0000716803  0.0001280126  0.0001022077
-0.0001080264  0.0009518300 -0.0004171793
-0.0006291000  0.0000303587 -0.0000017709
 0.0004439118 -0.0001483360 -0.0005074965
 0.0003767854  0.0000618137  0.0004100956
-0.0000048911 -0.0004554650 -0.0001538175
-0.0001029666  0.0002010421 -0.0001246394
-0.0001026293  0.0009175077  0.0000966419
 0.0000230220  0.0001719484  0.0004350572
-0.0007008646 -0.0010211490 -0.0006426771
-0.0003486192 -0.0000066621 -0.0001456375
-0.0005165198  0.0001178087 -0.0004389364
 0.0000267325 -0.0000817999  0.0000670422
-0.0005234348  0.0000261422 -0.0003048521
-0.0001629251 -0.0000045538 -0.0001537331
 0.0001150258 -0.0003745928 -0.0000048911
-0.0007293681 -0.0001120742  0.0001824896
-0.0003449930 -0.0006261484  0.0000582719
-0.0005895493 -0.0006205827 -0.0000851731
 0.0004953530  0.0001927778 -0.0002642051
 0.0000647653 -0.0002620969  0.0002131013
 0.0002834323 -0.0003649792 -0.0000687288
-0.0001801284 -0.0002179081  0.0001654550
 0.0003447400 -0.0002629402  0.0001437822
 0.0000983285 -0.0003648105 -0.0000210824
-0.0001862844  0.0002142819 -0.0001909226
 0.0000047225  0.0002553505 -0.0000396350
-0.0001980906 -0.0003986268  0.0000883776
 0.0001349276  0.0001322291  0.0002201850
-0.0010410508  0.0002755896  0.0008478514
-0.0002293769 -0.0002319912 -0.0003484506
 0.0010723372  0.0008865587  0.0001329880
 0.0000165286 -0.0003196098  0.0007890735
 0.0007119961 -0.0010623019 -0.0006835770
 0.0000027829  0.0000706683 -0.0004620427
-0.0004253593  0.0005855858  0.0014498815
 0.0005870194  0.0003122731 -0.0013844416
-0.0008404304  0.0000972322  0.0008508872
-0.0005978136 -0.0004343826  0.0002974311
-0.0000570069 -0.0001207602 -0.0000005903
-0.0002087161  0.0000827275 -0.0001789477
 0.0000111315  0.0001545764 -0.0003600037
-0.0000164443  0.0004764631  0.0001358552
-0.0001377948 -0.0003260188  0.0000880403
-0.0002256664  0.0007984341  0.0001753216
 0.0002170648 -0.0000932687 -0.0000585249
-0.0004795833  0.0000233593  0.0001945487
-0.0002479295 -0.0004135531  0.0000519471
-0.0003005513  0.0005510106  0.0001996085
-0.0004703914 -0.0000251303  0.0005612989
-0.0005760566  0.0007955669  0.0003024065
-0.0002866368  0.0000485739 -0.0001918502
-0.0001070145  0.0000869440  0.0000912448
 0.0001965727 -0.0003855556  0.0002141976
-0.0003034185  0.0004484656  0.0002302202

====================================================================================================
image 5/9
group_index = 4
combo_index = 0
gid         = 20
relax_tag   = 4of7
file_step   = 4
k_in_file   = 26
select_rank = 0
energy      = -1.2214700043284530

geometry_bohr:
-8.7072948647 -11.3891958312  5.8350465620
-8.8171395157 -8.9131493578  4.3566460925
-6.9768717482 -6.9815530925  5.4887101940
-7.0712535836 -4.5616056415  3.9798296046
-5.8478879414  9.5466564404  0.5746202843
-6.1610163667  6.8839849776 -0.2787856273
-6.3158393848  6.3715116636 -2.8728557739
-6.3270086331  4.9163903509  1.4617327150
-6.6055360488  3.9137345570 -3.7324573818
-6.6466525829  2.4347331828  0.6395395237
-6.7774954924  1.9675142867 -1.9525025556
-7.0338465825 -0.4181977656 -2.8704898864
-14.2941715745  4.9253001907  1.3029852260
-14.8553414260  5.2413130870 -0.9008248872
-13.5171783866  2.6067293768  2.1914618348
-13.1792950181  0.4833396185  0.4485429931
-11.3634384163 -1.4056425268  1.6383456518
-11.1877434809 -1.4631412354  4.0088730020
-10.0556477687 -2.8462102574  0.2969401657
 6.0672589484 -0.0237394184 -6.0167702969
 6.1415797556  1.7186339479 -8.1488694557
 16.0645502915  0.0493048279  11.2715887326
 14.7095098190 -1.9665352173  9.9436507606
 12.0976178206 -1.6835102184  9.5429708476
 10.8474198565  0.4470864250  10.1187113360
 10.8081947174 -3.6574043011  8.5451292794
 6.4127264992 -9.5430171635 -5.1173741741
 5.9979446775 -7.9028622012 -7.3938145426
 6.3027652419 -5.6184975161 -7.3977257488
 3.9542300785 -10.8940079360 -4.3381244937
 1.8802446087 -9.1520390203 -3.4739647989
 0.5056940622 -7.6808770897 -5.1873485708
 1.1962867192 -9.1101030394 -0.9215344998
-1.4778616405 -6.1522760984 -4.3804333911
-0.7923587066 -7.6174250813 -0.0658849865
-2.0652422926 -6.0945231413 -1.8094183185
-3.9040363067 -4.5854092574 -0.8375184040
 5.2960585811 -9.1258933056 -9.5827092967
 4.6018403029 -7.5883404520 -11.7583535447
 7.7625697196  9.6204202146 -5.1146312239
 5.6076099056  10.2085822010 -3.3389801243
 4.7863228350  12.3447980220 -3.0735015832
 4.5589271394  8.2200486415 -1.9996812321
 2.0935539395  8.5362429100 -0.7876087842
 2.1950891296  7.4000613790  1.8512250468
 3.0444856910  5.3103080240  2.3048025411
 0.0699864186  6.9931152658 -2.2091032646
-0.3453814805  8.0817973420 -4.8125626280
-1.8463577080  9.7695662480 -5.2534202038
 1.0549063014  7.0081653753 -6.7306868382
 1.0960884926  8.8089149163  3.7203217036
 0.9400766815  7.6547722285  6.2104863444
 5.9574390852 -3.4060555751 -1.6402854113
 5.1688224020 -0.7137709907 -1.5408480819
 5.2729800638  0.9244809173 -3.7381798480
 4.7348239827  3.1962563374 -3.6572607385
 4.3409719548  0.3234002275  0.6619630934
 3.7886385387 -1.0497152287  2.6969095911
 3.3340890364  0.1529456439  5.1917991559
 5.6143938500 -0.4793009047  6.8150113053
 6.4221746302 -2.7076310195  6.7766642090
 6.5851069671  1.2579073610  8.1152676106
-1.7299292235 -0.7996163799  1.8134373005
-0.9816284632 -0.1761609457 -0.1562630197
-11.9373549557 -4.9445415638  7.6202505938
-2.4369402107 -1.4166013353  3.8339841685
-10.0483305095 -12.7690602854  5.0633578241
-9.2084994944 -11.1179354788  7.8278159074
-10.7767145723 -8.1398413255  4.4254841154
-8.3883470205 -9.2601142522  2.3336923358
-7.5264526228 -6.5434863345  7.4863260335
-5.0107667272 -7.7198074649  5.5101054013
-7.0612321528 -4.9070809677  2.0290617278
-8.7810896060 -3.5157536691  4.3452909749
-5.5511371661 -3.4163112570  4.3703975902
-4.8966728520  9.7000873570  2.4064907807
-4.7570186091  10.6781122589 -0.8006972158
-6.1943913474  7.9310494813 -4.2240676019
-6.2210184277  5.3140397684  3.4733463366
-6.7237552128  3.4809811627 -5.7336495099
-6.8486474490  0.9187763595  1.9950405113
-8.2848000350 -1.4298838506 -1.8030475483
-15.0360965079 -0.4605581610  0.0783792005
-12.4928463565  1.1527528493 -1.4369983973
 4.2165314677  2.2703018409 -8.7390285939
 18.0916053391 -0.4506249227  11.3923309425
 15.9534378635  1.8389438052  10.1937334712
 15.3400426451 -3.7308545933  10.3465166520
 8.8537548037  0.7727462287  9.3095349059
 11.6944721529  1.9275723620  10.9230768525
 11.7086473093 -5.1554132637  7.8274113108
 8.8163234703 -3.3110296396  7.8500518268
 3.2465180850 -12.0867634259 -5.9119369435
 4.4153397006 -12.2728963109 -2.8187249983
 0.9851332794 -7.7210736939 -7.1890469698
 2.2174210843 -10.2766228362  0.4315700820
-2.5561074893 -5.0331940922 -5.7270079251
-1.3636055739 -7.6403302405  1.9023584533
-4.7349003192 -3.4747200726 -2.1375853146
 7.9367453982 -10.9317094818 -5.4531868270
 5.3848905844 -5.6461522017 -11.5799985152
 8.6847154243  7.8080949511 -4.7231504847
 0.6433092490  4.9639649201 -2.3076421266
-1.7496606571  7.0066461786 -1.1603292593
 2.3531735549  5.6784960763 -6.3258828496
 0.9904536991  7.7144338127 -8.4760296601
 1.5734206246  10.6101627909 -0.7786491438
-0.5561730201  6.2000172191  6.2698041432
